title,company,location,salary,description,pageurl
,Collins Aerospace,"Cedar Rapids, IA 52498",,,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_UTC_Ext_Gateway/job/HIA32-Cedar-Rapids-IA-400-Collins-Rd-NE---Cedar-Rapids-IA-52498-0505-USA/Software-Engineer---Venue---Cabin-Systems_01313367
,"Coca-Cola Bottling Company UNITED, Inc","Valdosta, GA 31601",,,https://careers.cokeunited.com/job/Valdosta-Operator-Forklift-1-GA-31601/566087600/?feedId=219100&utm_source=Indeed&utm_campaign=CCUnited_Indeed
Senior Software Engineer Backend/Fullstack : 19-02708,Akraya Inc.,"Bellevue, WA 98004",,"Akraya is looking for a
Senior Software Engineer Backend/Fullstack
for one of our leading clients. To be considered, please apply or call
Janardhan at 408-512-2778.
We are an award-winning staffing firm that works with many leading technology-based companies around the world. The benefits offered to our employees include Health Insurance (Medical, Dental, and Vision), Cafeteria Plan (HSA, FSA, and dependent care), 401(k) (enrollment subject to eligibility), and Sick Pay (varies based on city and state laws). If this position is not quite what you’re looking for, visit akraya.com and submit a copy of your resume. We will get to work finding you a job that is a better match at one of our many amazing clients.
Primary Skills: JavaScript, React.js, Node, MongoDB, NoSql, AWS
Duration:
Full time
Contract Type:
W2 Only
Qualifications:
5+ years of full-stack development experience working on SaaS, web applications, cloud, or related products in an Open Source or public cloud environment.
Bachelor’s degree in Computer Science, ideally including coursework in algorithms, data structures, software design, and/or strong CS fundamentals.
OO, async, reactive and isomorphic design and architecture.
JavaScript ES6+.
HTML and styling extensions.
ReactJS.
NodeJS.
Open source and package management tools.
API integration (authentication, REST, etc.)
Good source code control practices using Git.
Please apply directly with your updated resume or call Janardhan @
408-512-2778
About Akraya
Akraya, Inc. is an award-winning staffing firm that works with many of the leading, technology-based companies around the world. We have been ranked as one of the “Best Staffing Firms to Temp for” by Staffing Industry Analysts on multiple occasions and are a preferred staffing vendor within numerous staffing programs. Please visit akraya.com to search through all of our current openings or to submit your resume to our recruiting team.",https://www.indeed.com/viewjob?jk=da724ca5099ea936&from=serp&vjs=3
Software Engineer - Full Stack (Ruby on Rails),Blueshift,"San Francisco, CA",,"About Us
-
Blueshift ( http://blueshift.com/ )'s AI-Powered Marketing Platform empowers cutting edge B2C brands to drive 1:1 marketing on every channel. Blueshift is based in San Francisco and building a ""Segment of One Marketing Automation"" solution used by consumer marketers. With Blueshift, marketers are in full control of automating various forms of personalized messaging across multiple channels including email, mobile push notifications & Facebook. The company is founded by repeat entrepreneurs who previously built Mertado.com (acquired by Groupon to become Groupon Goods), and were part of the early team behind Kosmix (acquired by Walmart to become @WalmartLabs), and backed by top tier VC firms.
Blueshift's SaaS platform is used by marketers at leading brands such as Udacity, LendingTree, BBC, PayPal among others. The company is backed by top tier VCs like Storm Ventures & Nexus Venture Partners.
Full Stack Engineer
-
Blueshift is looking for an extraordinary full stack software developer with focus on frontend to reimagine how companies engage with their customers. You will have a chance to work on all aspects of product vision, UX, systems architecture and algorithms design.
Responsibilities
-
Be a full stack engineer and lead development of intelligent and intuitive systems from back to front.
Build/Enhance Blueshift's messaging orchestration engine that processes millions of data points
Design, develop and deploy pixel perfect web interfaces that delight users
Build a product for marketers that will help them manage millions of users as easy as targeting a ""Segment of one"".
Requirements
-
Proven experience with web frameworks such as Ruby on Rails & Angular.js
Expert experience with HTML, CSS and JS frameworks
Experience working with distributed systems
Bachelors/Masters in Computer Science or related fields
Build REST driven APIs to build modular, extensible and robust applications
Strong presentation and communication skills
High energy, a passion for high quality software and ability to work with a small team
Experience working with scalable, real-time systems a plus
Awards & Recognition
-
Blueshift has received numerous awards and recognition, including:
Gartner Cool Vendor for AI in Marketing
Stevie Award for most innovative company
Patented AI technology
Cutting edge customers include BBC, Udacity, IAC and more.",https://www.indeed.com/viewjob?jk=c7263377ed82f49c&from=serp&vjs=3
Full Stack Developer,Freddie Mac,"McLean, VA 22102",,"Are you a highly innovative code slinger looking for a highly innovative environment? Freddie Mac’s Multifamily division is in the throes of a major digital transformation, and we want you to be a part of it! We are hiring technical talent for several positions at various levels in the organization. In these roles you will get to show off your chops as a full stack software engineer influencing outcomes, building the future state of our transformation, and putting your stamp on how we evolve. The journey is wide open with possibilities ..here are a few things that you will need to have:
Keys to Success in this role:
You embrace change and innovation…you push the boundaries of what is possible
You embody Agile delivery at the core of your culture and are experienced and ready for a modernized delivery environment
You are rock solid on your tech…you will be helping to influence organizational direction on solutions & architecture… you need to know the modern approaches as well as where all the landmines are.
You’ve got the full stack covered with all key modern languages under your belt
Proven success coaching and transforming technical teams to shift to modern execution model
Key Expectations:
You will be a mentor to the team driving full (and correct) adoption of modern software engineering & Delivery practices (“Real” Agile, TDD, ATDD, Stateless Design, Microservices, Containerization, CICD, Cloud, etc.)
Deep knowledge and experience in designing for and implementing solutions in the cloud (AWS, Azure, Google) .. this can range from custom code on IaaS/PaaS to SaaS solution integrations.
Strong communication skills, you will be responsible for interfacing and influencing with the business lines as well as others across IT.
High Level Tech Skills (we are sure you will have more):
Languages: Java, C#, Angular, node.js
ALM Suite: e.g. Atlassian Suite (Bamboo, Jira, Bitbucket)
Jenkins, Ansible, Chef, Puppet, Cucumber
DBs: Postgres, Mongo, SQL
Cloud: AWS, Azure, Google (Advanced Cloud experience preferred)
Other: Docker, RH Openshift, Kubernetes, Mobile development, Spring, Spring Boot, Camel, Drools, Webservices, Process Automation Management,
Obviously looking for strong understanding and implementation of tried and true as well as modern design patterns and architectural principles.
Top Three Personal Competencies to Possess:
Leadership – Set and execute upon a clear vision, strategy, and/or goals
Seek and Embrace Change – Continuously improve work processes rather than accepting the status quo
Growth and Development – Know or learn what is needed to deliver results
Today, Freddie Mac makes home possible for one in four home borrowers and is one of the largest sources of financing for multifamily housing. Join our smart, creative and dedicated team and you’ll do important work for the housing finance system and make a difference in the lives of others. Freddie Mac is an equal opportunity and top diversity employer. EOE, M/F/D/V.",https://www.indeed.com/viewjob?jk=9a2950b9e8e19110&from=serp&vjs=3
Mid & Sr Java J2EE Developer,Zachary Piper Solutions,"Bethesda, MD 20817",,"Zachary Piper Solutions is currently seeking for Mid-Sr level
Java J2EE Developers
in
Bethesda, MD
to work for a talented technology services team supporting a software development project for a government agency providing full-stack expertise in the full development life-cycle from concept and design to testing and deployment.
Responsibilities for the Java J2EE Developer include:
Working, maintaining, creating, and re-designing modules
Working closely within Agile teams discussing design, architecture, propose design and solutions
Utilizing both back and front-end experience utilizing background in JQuery, Bootstrap, Spring, Spring boot, and SQL
Designing and developing high-volume, low-latency applications for mission-critical systems and delivering high-availability and performance
Qualifications for the Java J2EE Developer include:
(Mid level) 3-5 Years, (Senior level) 5+ years Java Developer experience
Proficiency in skills/technologies such as Java, J2EE, PL/SQL (and Oracle), Front-end (Jquery and bootstrap) and Back-end, AngularJS is a plus
Excellent written and verbal communication skills
US Citizen or Green Card holder (No C2C)
Bachelors Degree preferred
Compensation for the Java J2EE Developer includes:
Salary Range: $90,000-$130,00 (Mid) $135,000-$160,000+ (Senior) based on experience
Full Benefits: United Healthcare, Guardian Dental, VSP Vision, 401k with Voya through ADP
Please send resumes to Brendan Murphy at Bmurphy@zacharypiper.com",https://www.indeed.com/viewjob?jk=e7c804d26e474117&from=serp&vjs=3
Full Stack Developer,Inpensa,"Edison, NJ",,"Location: Edison, NJ (Near Metro Park Train Station)
Employment Level: 4 – 6 years of professional work experience
Employment Type: Permanent Placement
Compensation: Commensurate with Experience, Background, and Expertise
About Inpensa
Inpensa is a fast growing venture backed start-up located in Edison New Jersey. Inpensa provides an enterprise SaaS solution to help Fortune 500 companies identify, manage and track projects that will deliver the greatest value to their organization. We are making a difference for our customers and are looking for you to make a difference with us.
We are excited about what we do and we want motivated, driven people to help us take Inpensa to the next level. If you want to work in a dynamic environment where your work efforts have a real impact then join us. If you are looking for a challenge and want to work with highly motivated people then we may be right for you.
Job Responsibilities
Work with the architect, technical lead, and other technical staff and participate in all phases of software development from analysis through design, development, and testing.
Analyze product requirements and design a highly configurable and intuitive product.
Design, develop, and maintain web-based user interface components, presentation logic, service proxies, and other supporting modules.
Design, develop and maintain JSON-based service interface components, Java-based business logic, Hibernate-based persistent layer, and other supporting modules.
Establish and maintain the knowledge base for all of the developmental activities.
Desired Skills
Background and working knowledge in accounting, banking, and/or financial systems is a big plus
Java/JEE Certification
Education
BS in Computer Science, Engineering, or related discipline.
Required Skills
In-depth hands-on and in-depth experience with technologies: Java 6, Spring, Hibernate, SQL Fundamentals, and REST services/APIs, HTML 5, CSS 3, JQuery, AJAX and JSON, and JSF 2
3+ years of work experience especially with the above technologies for Level II
Proven track record of building high-quality software preferably in a software product development environment – have been developing and supporting commercial software products which were sold to non-technical customers in vertical markets; be an SME (Subject Matter Expert) for the complete product development lifecycle
Deep understanding of OO technologies, AOP, Design Patterns, multi-threading, and object-relational data techniques
Strong understanding of and practical exposure to regular expressions (regex)
Strong understanding of debugging techniques and a reasonable level of exposure to Java-based diagnostic tools
Ability to mentor junior engineers through formal and informal discussions, debugging sessions, and code reviews
Must have strong analytical skills for effective problem solving
Ability to work independently and adapt quickly to changes
Good communication and interpersonal skills
Exceptionally self-motivated and self-directed
Keen attention to detail",https://www.indeed.com/viewjob?jk=a3043e17b7d17133&from=serp&vjs=3
Full Stack Developer,Baker Hughes,"Houston, TX",,"Role Summary:
In the role of Full Stack Developer, you will:
Essential Responsibilities:
Facilitate and develop modern, high-quality business applications with the full stack of web technologies
Provide architectural leadership in an agile scrum team through all phases of the software release cycle Regularly and actively participate in development of user stories with a product owner and development team
Regularly participate in design and pair programming and code peer review for company proprietary software
Advance new ideas applying software architecture and design that can deliver software products to market with high quality in a continuous integration / deployment environment
Qualifications/Requirements:
Bachelor’s Degree in Computer Science or “STEM” Majors (Science, Technology, Engineering and Math) from an accredited college or university
Minimum 5 years of experience in rigorous software development
Desired Characteristics:
Master’s Degree in Computer Science or “STEM” Majors (Science, Technology, Engineering and Math) from an accredited college or university
Experience with developing software in/for the Oil & Gas industry
Within the last 3 years, have had 2+ years focused experience delivering internal/external corporate SPA web applications working as a full-stack developer which include at least two of the following technologies: Angular, Node.js, Spring Boot Java and Couchbase (or another No-SQL database)
Expertise in converting UI mockups into high quality HTML5, SCSS, Angular componentized web assets with centralized styling and responsive design as well as implementation of backend RESTful services
Can demonstrate subject matter expert level knowledge of at least one of the technologies above, which means difficult questions arising around said technology can be discussed fluidly, authoritatively, and accurately by the candidate
Have and equal concern for the quality of the entire teams codebase and using solid design principles guide the team into the development sustainable, performant, extensible software products. Works by a continuous improvement agile principles.
Experience in developing unit tests with frameworks such as Jasmine, Karma, JUnit, JMeter, protractor, Cucumber etc
Must have excellent English written and verbal communications skills, and has experience regularly communicating with her / his team
Works well in teams and independently, manages time well and makes quality decisions
Works well in teams, focuses well on sprint plans, but able to pivot and swarm as often as needed to help the team meet sprint goals
Experience developing, deploying, maintaining applications following the Microservices architectural pattern and utilizing other cloud infrastructure such as API gateways and Service Frabric
Experience with TDD or BDD development
Experience working with Hadoop and BI in a PaaS environment
Experience with Python development
Experience with Linux development
Experience with Azure or AWS development
Experience with Bootstrap customization
Experience with Docker or Kubernetes
Experience in using source control systems such as Git, TFS, Subversion
Active participant in software development community with keen interest in the latest best software practices and trends
Demonstrated ability to conform to programming standards and release protocols
Locations:
Houston, TX
#dice
This is your opportunity to learn more, do more, live the career you have imagined and be part of a truly diverse organization.
Baker Hughes, a GE company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law. Learn more
Job
:
Digital Technology
Primary Location
:
North America-United States-Texas-HOUSTON",https://www.indeed.com/viewjob?jk=a33436040a9ba457&from=serp&vjs=3
Full Stack JS Javascript Developer,,"Boynton Beach, FL",,"Duties:
? Design, develop and implement complex solutions based on Java technology and related frameworks.
? Assist in the development and system integration of components.
? Translate applications requirements into web-based solutions using the recommended frameworks and technology.
Education:
? A Bachelor's Degree from an accredited college or university with a major in Computer Science, Information Systems, Engineering, Business, or other related technical discipline is required. A Master's Degree is preferred.
Experience:
? At least 4 years of experience in developing and consuming RESTful APIs.
? At least 4 years of experience in service Oriented Architecture/Service integration with Web Services, EJB, REST and security integration
? Practical knowledge of Jenkins. Maven and Sonar.
? Proficiency of scripting languages such as JavaScript, jQuery, JSON and other front-end scripting languages.
? Must have knowledge in building applications with concurrency.
? Must have knowledge of Spring Component and Spring Framework.
? Experience in Child Support programs and/or Health & Human Services domain.
? Experience working in cloud platforms and services such as Amazon Web Services, DevOps and containerized cloud environments is preferred.
? Experience with building mobile applications for iOS or Android platforms
Certification:
Oracle Certified Professional certification, Java SE 8 Programmer",https://www.indeed.com/viewjob?jk=8af3c9999cc7ea60&from=serp&vjs=3
"Software Engineer, ARCore",Google,"Mountain View, CA",,"In school or graduated within last 9 months? We encourage you to apply to openings on the Student Jobs site
Note: By applying to this position your application is automatically submitted to the following locations:
Mountain View, CA, USA; San Francisco, CA, USA
Minimum qualifications:
BS degree in Computer Science, similar technical field of study, or equivalent practical experience.
Software development experience in one or more general purpose programming languages.
Experience in Augmented Reality including but not limited to Computer Vision, Computational Geometry, Visual Simultaneous Localization and Mapping (VSLAM), Visual Inertial Odometry (VIO), and/or Image Processing.
Preferred qualifications:
MS or PhD degree in Computer Science or a related field.
Experience with mobile development in Android, iOS, or other constrained mobile environments.
Experience with sensor accuracy, calibration, and fusion.
Coding experience in C#.
About the job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you manage individual projects priorities, deadlines and deliverables. You design, develop, test, deploy, maintain, and enhance software solutions.
On the ARCore team, you’ll build software to make augmented reality more collaborative and useful. Imagine being able to redecorate a room with a friend, get walking navigation directions from your smartphone's camera, or see information about the Eiffel Tower when you look at it. You’ll work on all this and more.
The Google Virtual Reality and Augmented Reality team is a fast moving group of engineers, designers, and research scientists tasked with building the foundations for great immersive and augmented reality apps and prototyping novel, delightful user experiences. We are focused on making virtual reality accessible to millions of people through mobile devices, and its scope continues to grow and evolve.
Responsibilities
Design new AR features, building new APIs, services, and tools from scratch.
Collaborate with internal and external teams to define new capabilities for AR.
Launch new APIs/features in Google’s AR products including ARCore and Android.
Leverage technology like Visual Simultaneous Localization and Mapping (VSLAM), Visual Inertial Odometry (VIO), and Image Processing.
Work on projects in C++, Java, Objective C, or Swift.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",https://www.indeed.com/viewjob?jk=994e3d45ea998069&from=serp&vjs=3
Full Stack Javascript Developer,,"Miami, FL 33180",,"This is a full-time in-person position at our Aventura, FL headquarters.
Teramind is looking to hire a Full Stack Software Engineer to join our rapidly growing software development team. On our team, you will be designing, developing, and supporting the core functionality that drives our technology and services using the latest technology available.
Our codebase is 80% Node.js with some PHP on the backend, and Angular on the front-end. We use Redis, Postgres, Docker, and other modern technologies in our stack. We are firm believers that highly-qualified devs can adapt to any syntax / technology, so feel free to apply even if you don't meet all the requirements. We value the ability to learn just as much as proficiency in any particular technology.
Requirements (in order of importance)
Happy and ambitious personality (non-negotiable!)
Proven experience in writing clean code, observing design patterns, etc.
Excellent Javascript
Excellent HTML / CSS
Excellent SQL
Ability to function efficiently in a Linux environment
Must be enthusiastic about learning new technologies
Responsibilities
Must be able to work effectively with a hybrid (local + remote) team
Develop functionality, test, deliver, and support the functionality post-delivery",https://www.indeed.com/viewjob?jk=71547bab8d7fe7eb&from=serp&vjs=3
,Snapchat,"Los Angeles, CA",,,https://wd1.myworkdaysite.com/recruiting/snapchat/snap/job/Los-Angeles-California/Software-Engineer--Front-End_GHID2244
Full Stack Developer/.NET Developer,PODS Inc.,"Clearwater, FL 33760",,"JOB SUMMARY
Responsible for web design and development of new applications or enhancements to existing applications.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Develop new applications or enhancements to current applications.
Provide ongoing support and maintenance of existing applications.
May perform other duties and responsibilities as assigned
Job Requirements
JOB QUALIFICATIONS: Education & Experience Requirements
B.S. in MIS, Computer Science or related field desired. Microsoft Certified Professional certification preferred
Minimum of 5 years in a development role
Minimum of 2 years JavaScript
Minimum of 3 years HTML/CSS
Minimum of 2 years using Microsoft’s .NET development platform, prefer C# language
Experience with Sitecore a plus
Code Debugging: Able to read and understand code by using tools such as IDEs and Debuggers to decipher the root cause of problems, flow of data and business logic in applications
Minimum of 3 years using object-oriented analysis and design principles
Experience in Microsoft’s SQL Server database tools a plus
Minimum of 2 years performing application integration
Proven track record of being flexible and creative to adapt to environments where functional and business objectives evolve and change rapidly
Possess math skills sufficient to perform required duties
Or an equivalent combination of education, training or experience
DISCLAIMER
The preceding job description has been designed to indicate the general nature of work performed; the level of knowledge and skills typically required; and usual working conditions of this position. It is not designed to contain, or be interpreted as, a comprehensive listing of all requirements or responsibilities that may be required by employees in this job.
Equal Opportunity, Affirmative Action Employer
PODS Enterprises, LLC is an Equal Opportunity, Affirmative Action Employer. We will not discriminate unlawfully against qualified applicants or employees with respect to any term or condition of employment based on race, color, national origin, ancestry, sex, sexual orientation, age, religion, physical or mental disability, marital status, place of birth, military service status, or other basis protected by law.
It is essential for us to work in an atmosphere of friendly cooperation; it is your responsibility to:
Ask your direct supervisor for an explanation of anything you do not understand.
Attend Orientation class and any required training sessions.
Read your job description and Associate Handbook; sign the required acknowledgement documents and return to HR.
Ask any questions about these items as well as any information given to you at meetings and through individual or group instructions, which will assist your understanding of this position.",https://www.indeed.com/viewjob?jk=ffb2f0327022a06b&from=serp&vjs=3
Full Stack Developer with NodeJS,M3BI,"Phoenix, AZ",,"Job Description
Good understanding of http and https protocols.
Understanding and experience using the best practices of
Node.js
Java.
Unit testing
Writing readable, modular, maintainable code.
CI/CD
Working knowledge of DBs (SQL and NoSQL).
Other
A strong desire for continuous improvement as a programmer.
Knows how to learn efficiently and use it effectively.
Problem solver.
As important as it is to have the ability make stuff work, have a desire to know why and do things better the next time.
No compromise on testing.
Aware of the increasing cost, complexity and impact for bugs caught from unit –> integration -> end-to-end testing.
etc.
Qualifications
null
Additional Information
All your information will be kept confidential according to EEO guidelines.",https://www.indeed.com/viewjob?jk=cf8c91a812825063&from=serp&vjs=3
"Sr. Manager, Software Development",PREMIER AMERICA CREDIT UNION,"Chatsworth, CA 91311",,"At Premier America Credit Union, our Core Purpose is to serve our members by
making it easier to meet today’s needs and reach tomorrow’s dreams
. Talented team members succeed in our organization by demonstrating a commitment to our shared values of accountability, friendliness and respect, a passion for delivering great service, giving back to our communities, and pursuing personal growth.
Are you an innovative thinker? Do you enjoy giving back to the community? Opportunities are waiting for talented, friendly and service-oriented individuals who put their skills and abilities to work for a progressive leader in the credit union industry.
We are seeking a dynamic
Senior Manager, Software Development
who will demonstrate a passion for member experience by helping with product development and software enhancements. As a Software Development Manager you will work on projects from initial design, through testing, and implementation all while providing strategic management direction.
About You
:
Initiative:
Your high level of initiative and personal responsibility will enable you to manage multiple priorities simultaneously in an effective and professional manner.
Communication:
Your effective communication style will be used to transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors.
Teamwork:
Your ability to encourage and exchange creative ideas, and to provide practical solutions to problems will be used to promote innovation.
Judgement
: You make sound decisions about business practices, managing risks and ensuring operations are conducted in accordance with internal policies, procedures and legal/regulatory requirements.
About Us:
Our Team Members enjoy the following rewards and benefits:
Competitive salary
Subsidized health care including medical, dental and vision
Flexible spending account
Company-Paid Life and A&D insurance
Discounts on loans (must be a member)
Paid Vacation, Holiday, and Sick time
401k Retirement Saving Plan with a 6% safe harbor employer match
Educational Assistance Program and more!
About the job:
Essential Responsibilities
Contributes to the design, development and documentation of new custom software.
Investigates, analyzes and makes recommendations regarding technology improvements, upgrades, and modifications.
Manages developers, collaborates & works closely with Manager, IT infrastructure to support users to resolve technical computer hardware and software issues; and track, monitor and document requests, resolutions and future development needs.
Provides maintenance and support of existing systems and infrastructure.
Provides technical documentation and training of new functionalities as needed.
Collaborates with senior management and act as an advisor of technologies that may improve the efficiency and effectiveness of members. Support the technical vision.
A full stack developer comfortable working on the client, server, and database
Identifies opportunities for improvement while formulating a plan for execution
Leads an Agile/Scrum environment
Stays up to date on the latest technology, techniques and best practices
Leads development of system and software architectures to support functional requirements and business needs as well as ensures product reliability, flexibility, and quality.
Takes ownership and leads implementation of the overall systems development life cycle.
Articulates high-level technical strategies and product vision; encourages and facilitates technical discussions.
Ensures team’s understanding of business goals, priorities, and how they align with member needs and business direction.
Provides hands-on technical team leadership to ensure software development principles are understood and best practices are followed.
Acts as an advocate of software quality and ensures the team understands the importance of proper testing, automation, and software design.
Grows the team by sourcing, hiring and onboarding top talent and passionate engineers.
Works with cross-functional leaders to manage existing and new product development along with handling current production issues.
Sets high standards for teamwork, collaboration and execution based on trust and demonstrate the ability to manage a cross-cultural or external team
Required Education/Skills and Experience
:
Bachelor's Degree in Computer Science, Information Systems.
Seven plus (7+) years of experience in software development with five years or more in a leadership or supervisory role.
5+ years of people and project management experience
Experience with transitioning teams, processes and solutions using Agile SDLC, DevOps automation and Cloud hosting.
Ability to be a hands-on leader for Symitar development initiatives and maintenance, including upgrades, as well as day-to-day support.
Self-starter/organizer
Symitar, Opcon, PowerOns, AIX, Windows, and familiar with API development & integrations.
JavaScript
.Net (VB or C#), Visual Studio
Microsoft SQL Server
HTML/CSS/SASS
RESTful APIs
Git
Scrum
ITIL Certification a Plus
Key words: software development, credit union, manager, project management, information technology
Premier America Credit Union will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.
EOE/Drug-free workplace",https://www.indeed.com/viewjob?jk=47a6e25fd958f8c8&from=serp&vjs=3
Full-Stack Engineer,,"San Francisco, CA",,"Zeus - Flawless Stays.
Founded in November 2015 and based in San Francisco, California, Zeus is shaking up the $18b corporate housing industry through its unique strategy of leasing unfurnished, privately-owned homes and converting them into expertly appointed, full-service corporate housing units for today’s global professional. We're passionate about delivering world-class customer service and becoming the most trusted provider of corporate housing on Earth. With 1000+ homes spanning the San Francisco Bay Area, Los Angeles, Washington D.C., Seattle (more cities coming soon), we are well on our way to realizing our vision. Zeus has raised $24M in financing from Initialized Capital, Google Ventures, Bowery Capital, and Floodgate. The Zeus founders have all had previous exits and have worked in real estate and technology for over 10 years.
Zeus Engineering
Exceptional software is integral to our vision for changing housing. For external customers, we care deeply about delivering amazing user experiences. Housing can be a messy business, but our customers love our intuitive and easy-to-use software. We want to wow them and keep them coming back.
For internal customers, we write custom software to run every part of our operations: home selection, pricing, logistics, customer acquisition, and personalized customer service. As we scale from hundreds to thousands of homes, automation, data, and AI will enable our team to move faster and smarter than the competition.
Read an in-depth profile of our engineering culture here.
The Role
You will work closely with a product manager and the head of a business department to achieve that department's goals. Your projects can range from improving tenant booking conversion to rearchitecting an internal workflow to launching a growth hack. Each department has a handful of engineers so you will be taking ownership of your projects and making a big impact on the business.
About You
You think from the customer's point of view first
You excel in a fast-paced and fast-changing environment. You like to release and iterate quickly
You can handle some uncertainty and ambiguity and still take the next step
You're humble, open-minded, and receptive to feedback
You enjoy teaching others what you have learned
You're a great teammate. Others are excited to work on a project with you
Tech Stack
We are tech-agnostic as far as hiring, but it's a bonus if you know any of these
React
Ruby on Rails
Postgres
AWS
Benefits
100% medical, dental, and vision coverage for employees and their dependents
Parking / commuter pass
Education or certification expense coverage
20 days paid time off per year
16 weeks parental leave for all employees
Catered daily team lunches
401K with matching
Zeus is an equal opportunity employer and does not discriminate on the basis of race, color, religion, gender, gender expression, age, national origin, disability, marital status, sexual orientation, or military status in any of its activities or operations.",https://www.indeed.com/viewjob?jk=83c54569c1dcefb8&from=serp&vjs=3
,General Dynamics Information Technology,"Washington, DC 20003",,,https://www.gdit.com/careers/job/2cd5c0fe1/linux-engineer
"Principal Full Stack (Java) Developer – J2EE, Micro Services, Front-end (Angular 2+ required)",BNY Mellon,"Jersey City, NJ",,"Principal Full Stack (Java) Developer – J2EE, Micro Services, Front-end (Angular 2+ required)
The Alternate Investment Service Client Technology group is a collaborative development team with the goal of delivering a uniform, responsive user experience to clients, enabling automation and operational efficiencies across business processes. We are actively working on designing and implementing a digital strategy for Alternative business to automate business processes and reimagining client experience. We embrace Agile methodology and Open Source technologies.
We are looking for a talented Software Engineer who has a passion for their craft and seeking to get the job done right for the best outcome for our clients. Someone who is highly motivated and have a passion for technology and creative problem solving.
Primary Job Responsibilities to Include:
Requirements Analysis
Technical architecture
Application design and implementation
Automated testing
Application deployment
Second/Third level support of applications
Consults with internal business groups to provide appropriate application software development services or technical support. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Works with internal business groups on implementation opportunities, challenges, and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Contributes to defining time tables and project plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Takes lead for establishing, implementing and monitoring 'best practices' for technical development methodologies and tools. Proposes innovative, creative technology solutions. Contributes to the achievement of area objectives.
Qualifications
Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 10-12 years of experience in software development required, experience in the securities or financial services industry is a plus.
Hands on experience of 8-10+ years on J2EE, RESTful Services and front-end technologies is required
Proficient experience using advanced JavaScript libraries and frameworks such as AngularJS, KnockoutJS, ReactJS is required. Angular 2 or higher experience is required
Expert with agile development process and project management tools like Jira or Trello
Experience building apps, micro-services from the ground up and scaling at an enterprise level
Experience with Open Source tools and frameworks such as Spring is required
Experience with build and CI tools such as Git, Maven, and Jenkins is required
Experience with messaging systems (Kafka, MQ and JMS) is a plus
Experience using application containers, caching technologies and cloud based technologies like Docker containers is required. Knowledge of AWS/Azure is a plus
Knowledge of relational database design and development (SQL, stored procedures, data modeling) is required and understanding of NoSQL databases (Postgres, Vertica) is a plus
Solid foundation in data structures, algorithms, software design with strong analytical and debugging skills
Proven ability to write automated unit and integration tests for front-end and back-end code
BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Primary Location:
United States-New York-New York
Internal Jobcode:
45198
Job:
Information Technology
Organization:
Operations & Shared Technology-HR13644
Requisition Number:
1902566",https://www.indeed.com/viewjob?jk=f290741f9aee74ed&from=serp&vjs=3
,"Woongjin, Inc","Ridgefield Park, NJ",,,https://jobs.smartrecruiters.com/WJCompany/743999689720121-senior-full-stack-developer
